pokemon_names,img_front_a_hashes,img_back_a_hashes,img_front_p_hashes,img_back_p_hashes,img_front_d_hashes,img_back_d_hashes,img_front_crop_hashes,img_back_crop_hashes,img_front_large_crop_hashes,img_back_large_crop_hashes
graveler,183c3e7f7cb89800,183c7cfe3e1d1900,9d99999a9e9ebe3d,b7b3b3b2363cbc97,b26064c2aae22120,b2f9d9bcaab87bfb,"b17864f2d9a9a928,b26064c2aae22120","72e1d990646a6aeb,b2f9d9bcaab87bfb","b16864f6e1e96969,3e2525224ac59923,e0dc889a96271bb2,3369c8d0c0800162,265cb861c18e88e0,3f60cab875b9f366,ce3cf0c3869409b3,04d47a32dade7d38,80e0fc0f436606fe,4c9870c3c4c88182,b26064c2aae22120,d6e93bb2ec68a8c9,f4cc99216b435266,c33c0f636c7e07c0,840226ecdab867dc,cc74584647416327,dc22411d6b5a368d","72e9d99078686969,835b5bbbad546623,f8c4e6a6961321a2,3369ecf4fcfe7eb9,88c4e2781c86ee78,03798ce251623099,84c0f03c8ed66f32,dfd4a1a0a48441e2,1ef8c00610919e80,c8c2f13cdcec7e9e,b2f9d9bcaab87bfb,946823b0c8e9ea6c,50cc667b293db599,3cc30f39c9811ff8,deb69bc8a4e219c4,ccd1e59d1d7d390b,c4ba7d4729a5934e"
golem,1c3e7e7e36362303,387c7e7e6c6cc4c0,3636353d3e3e0e2e,9c9c9f9f94b4a4a6,f868e8ccc666ce86,e0e9e8cc9c998c84,"70ecc880812688c0,275eb879f2c68818,78f0a8e0929a3061,69e1b8ec0acd8dec,0ac4d4ec65e4c28a,f1cc948464e4f0c0,6260c0c8aa26634b,f868e8ccc666ce86","f0c8e4fa7899cefc,0884e261b09ceee7,e1b0eaf8b6a6f378,6958e2c8ae4c4ec8,afdcd4c859d8bca6,70c4c6dcd9d8f0f4,b979ececaa9b182d,e0e9e8cc9c998c84","7068c880a12688c1,275eb871e2c58830,b164d8d08282a430,3288a690c8c4c2bc,1c86f1cc6265b218,01b0d76922b29a4e,3cccc45cd849760c,726bd38d89e49890,7ee2c2c4a5a470cf,04c1f9cc6a62b658,c0e575bd39f2430c,b160c4c4828282c0,4cc2b9c452cee081,4c9cb262c2863ac0,8aa5cc5bc662b4b0,b8e0c69292b20ab0,0582b004228ae4b8,b8f062c1c3a88103,1ef8cef880d8c1c3,8e7ac4a4f4c9428c,f8edc042c4499186,f1d49484a4a4d0c0,f974ead0a040c0c0,f2d0e0c038d48b19,2c58b162c4c18306,ccd2d1888a92c96d,0c5ab063c4d08305,ce1c39f1e4c0c188,c0f0e9e8e4f83ec7,5cba70e1c6808006,e190d2a092c070b9,3360d2c28c80818c,f868e8ccc666ce86","f0e8e4fe7a9bee78,0884e271b85ceee3,62d9e4f4b6bedaf3,b3ee9af6ecdcb8c2,479e70c4a959b2e7,7ff204299bb2a68d,c3ccdcc5e46d91cf,b129344e6cd8e2f2,8038b4dc5adaf10c,cf3c60c4a9b892e4,7858514260b03d4d,72f9dcdcbebe9edc,4d3c62dcb584f07e,cd86b2b9bc86a3fc,ae5acc259cb9d2b2,62f89cb6b6b2aff2,4fbef2c083a6d8e0,e2f0b97c34e27a1f,87a08c80f0c4703c,8ea1dccad06cbdce,e048fcbddc4d769c,70c4c6dad8daf46c,60d1a8f4faf9f8fc,b0b4f8fc63d42e67,c8e472b9d8743e8f,0c3474c68eb66c49,cfa5f239dcf43e4f,8cc76330d8fc3cee,fcb068e8d8e08104,c4a2f1789cfa3e8f,38f2b0f2b6fcf162,33f9b4bccefe3ece,e0e9e8cc9c998c84"
ponyta,3060e07e7c7c3410,0c06077e3e3e2c08,ffbb8f8880c0c4c2,ffbb272a2a6a6e6a,e480cdccd0cce5ed,d81e4cccf4cc5848,"e4804cccd0cce4e5,e480cdccd0cce5ed","d81e4dccf4ccd858,d81e4cccf4cc5848","f2806362fce652d2,03000b0b41491993,d2d3889688503230,c1dca2aa30707c18,e0deb2ac78706082,e480cdccd0cce5ed,800d7a54293834b9","b07e18b9c098b5b4,0f1f232f1d6d6736,9434ee96ee75b3b3,74c492aaf3f1c1e7,f884b2c2e1f1f83e,d81e4cccf4cc5848,fe4fa1d56be3d362"
rapidash,041e1c5cbe3f3c04,2078383a7dfc3c20,6d2d2d2d2f2e2e2a,c7878f8f8f868c8a,0ce8bcbc78ebc96c,c0e8c042e1286cc9,"0ce8bcbc78ebc16c,0ce8bcbc78ebc96c,588e16330b333172","c0e8c2c2e1287cc9,c0e8c042e1286cc9,e58e9733233333b1","0ce8bcbc78ebc16c,76f8e0e0c0d0e810,c38882a33270b5b7,d6a7c3c7496966bd,8180e1e373eec4e5,0ce8bcbc78ebc96c","c0e8c2c2e1287cc9,90e0f8387cf4e877,3ceebe3ab3f05212,941a3c0c6d699842,3efe78383088c058,c0e8c042e1286cc9"
slowpoke,0c06027e7efefe3e,3060407e7e7f7f7c,33333d2d6d696b6b,999b9f87c7c3c3c1,b82ca68acc9c38e0,e2c89aaeccc6e3f8,"b82ea28acc9c7860,b82ca68acc9c38e0","e2889aaeccc6e1f9,e2c89aaeccc6e3f8","784c26aacc9c7860,ee387eead6a0873e,73c08ac891e63a8c,a69228b8bd223317,71c783a944a9c0f6,b8872cc485b1d265,74e2c285051286f0,7860d2b0a0800983,b82ca68acc9c38e0","e0c49baaccc6e0f9,888081a884fa1e83,31c0aa6c7298a3ce,9ab6e3e242bb3317,51183e6a5d62fc90,e21ec9dc5c72a459,d1989c5e4ea38ef0,e0c1a4c2f2de6f3e,e2c89aaeccc6e3f8"
slowbro,7070727e7efefc08,0e0e4e7e7e7f3f10,b1938b8b89898b8b,3b3b2b2b2b2b2323,d0c2c694b4c89899,74bc9cd6d2ece666,"d0c3c696b4c88898,d0c2c694b4c89899","343c9c96d2eceee6,74bc9cd6d2ece666","b6ccd4b482a2b6b4,e6839d94aac27c06,d0ccccd6c2bc0299,183ca0a03c306212,e48323e0e0d569b2,dc88b988c291c13a,84d198681393060c,8e13e08480c0d0e4,0280787e7f767820,78c1939e8ec3f8a0,93b1793084c2e0b9,4a626c64d4c1e638,e0dcd3d2848489d3,86d06c2c223c3126,c0c2b083c46072b8,a30f1e224558a284,c4c4b9d64c28329c,59b462e8d282ba80,b92462c2c6988001,73c8b6e0b4f8fc7c,e198c1e1b0da74b8,d0c2c694b4c89899,a496b2cc8e237023,8e196131326a304d","92ccd4d2929a92d2,983044d6a2b8819f,14cccc94bcc23f66,e3c3fadac3f3b0b7,c80211f0f05469b2,c4ee62eeb8767ca3,de74e6e937369fcf,8e37e0cefefcf4c8,8f3ee1810181e17b,e17c36840e1ce0fa,367261f3debcf862,adb9c9c9d41498e3,f8c434a4dede6e30,96f4c9cbabc3739b,f4bcf23cdcf9b142,3a0e87bb5de43a5e,dcdc6294c9abb3c6,64d2b9e8b4bea2fe,62dbb9bc9ce6fe1f,31cc92c0d2e0c0c1,78e67068f0a4c1e2,74bc9cd6d2ece666,da96b2cc8e23712b,8e636171b3a9b34d"
magnemite,01121c1ffe7c7858,804838f87f3e1e1a,7f5b5a5a5b492929,fcf0b0b0f0e38383,b2b6b531b0f0f092,b2925271f27070b6,"b7b6b46120f0f1b0,b2b6b531b0f0f092","1290d279fb7060b2,b2925271f27070b6","868cc983c0c0e2c4,2cbbb668d488a544,f0e0f0c0e081a6c8,5cb0e1c68c992c68,9c327bb0e2c89b3f,81e17cfe0e66f078,79dc963336e6e479,71b036266cacccf9,b2b6b531b0f0f092,2360849a9286e871,3349de9236e46117,982db32cf9d24ac6","9ec66c3efc3cb85c,c820926914860ac5,e0d0b048c82098e0,c5f2789cce66cbe9,c6b321f298ec2603,3e78c1808099f0a0,61c496239398d861,71f2939bc9cacc60,b2925271f27070b6,3ae19aa6b69ee071,336d84b692d87917,c64b32cb60b4ad9c"
magneton,007e3ede7e3e0000,007e7c7b7e7c0000,c7c7af2ba5a48a1a,6d6da5890f0ebab0,d4f4f2b2cccce828,d4d0b0b2cccce828,"9655e263729c8c9c,1e79c490e0c4c147,836738f138b6320e,d4f4f2b2cccce828","9655b831b1c6cec6,8160dcf638dc3c19,1e19e370e0909080,d4d0b0b2cccce828","7cbb7366cdca16a3,b070c1860e9cd861,f97c1e0e8e8efdf1,e2cc8cccccecf0f2,669e78e1861d36aa,61c08cb0a9f0f232,1ef8cc204148c74e,c0c0fc1e8685c1fb,e198ae933b76c64c,dfde9282a2000444,70d0a3839b93cc69,19b8a0617c787869,63d0a8b3d3c2c8f2,63b0362b362b9234,698c9e13339ece65,f884d0526a692db0,48cac894942c3490,1b0c86c370ba5c2f,b873d1e484b83494,8563790c6ccef636,d4f4f2b2cccce828,336194aeaad66033,8c2c9534695b4acf,27a169596431258c,0671b4a6b61a351f,66c1a998daeaf0fc,e3010c12646d9b26,32d34d696b4c34b3","c02230994cac971a,72703c9e87c6e439,60c183878e8e4070,b8ccceccccc8f0a0,8882e0789e47130a,79eccef26af0b0b3,81e0ccfa1d2d0c8d,7cf4c080865e7820,78e68a3623919ccd,0484b4bebabfddd9,f1f43a3e2636cc69,67e2fa79c1e1e169,39f4ea3234bcecb0,39f2932b932b96d3,69c6863733868c59,e0dac4b5a9290bf2,edacecd6d6cbd3e6,27cf9a38f0a2c408,c23174d8dee2d3d6,5e3961cfc98c9090,d4d0b0b2cccce828,3361948aaa94e133,cecb56d36925ad0c,1b7a6965c9735bce,9b71d29a92a75307,99704ae6a4a8d0c0,3878cea6d1492699,b3344d6929cdd332"
farfetchd,08fc7c3c7e3e3c12,103f3e3c7e7c3c48,3236a7b7b6a68684,9d9c3d1d1c3c2e2f,58c9e8d0c8ec68f4,e56ce8e4ccc8e9d0,"d059e8d0c8cc5c64,58c9e8d0c8ec68f4,cc81c3474f1b37b6,e27c0f232d01879e","b465e8f4ec84c5d8,e56ce8e4ccc8e9d0,cc7e3c1d0d271392,b8c1011b4b630686","b0b219d1a0948ed8,e2e170188ce6701a,c0fcfc6c6636160a,968ee271b95c2e1e,5e7a3064d8e04c39,1d8e83f1c8526823,a7c3d069647276fe,2464e43268cca231,196c1c7cc480c043,58c9e8d0c8ec68f4,8c81c3c74d1b3736","b2b2647472d68ee4,9878f1e7ce98f1a7,fcc0c0c999928484,968eb87162c48880,85a1f2d9e4f8cd63,438e3e70e495e93b,1a3c3469d9b19180,5b5858b169ccba71,6048c3c19cfe7c0d,e56ce8e4ccc8e9d0,ce7e3c1c4d271393"
doduo,0117760c1e0e060c,80e86e3078706030,5555565a5a6b6a28,fffff8f0e0c0c082,0326e63cb03c0c78,009b98c0f2c0c0e0,"0b560ceca82044d8,6c1e9ae272bc5a3c,e4b49ac1c182c4e8,7b1bb86b58f0a661,0326e63cb03c0c78","2090c1c8eafbdde4,c883a6b8b142a4c0,d892a67c2cbe9ce8,2120e22965f09a09,009b98c0f2c0c0e0","172c58b979f0d2e0,59be7cf4e8d1a184,f6d6b4b082a2d6c8,f0c08a1a12e2ccf0,89c7e371bcbe5b2d,6f349bce63b1b84e,0b172e5cb972c894,e0a492c18282c4f2,e6e636f896b33062,9948b4d4daea77b0,6c6c38f8933164c9,3e5eb87268f0c081,0326e63cb03c0c78","10c8e4626170b478,6482c1d0e8747ade,9094d2f2be8294ec,70f4aea737b8c4f0,6e1c3870c2802448,0913260c3970e084,201088c462b0ecd6,f8dab67cbcbedcb0,989891e0961273b9,66edd2d4a4a811e2,c9c9e1e03633d92c,8084e2b0c9f0fc1e,009b98c0f2c0c0e0"
dodrio,183c6e181e0f101c,183c761878f00838,87a6b69cb9b93cb7,2dac9cb6b3b39e1f,70f0c8f0b05e7069,70f0ec30f2847068,"2fa19dd874fdfa7a,8484000080a09a8c,2e9ccde6f672b85c,6e6e642cba72e076,82616896cfe6e0b0,090b162c19d0b063,960b1ea60cf8b466,70f0c8f0b05e7069","0b0a46e4d140a0a1,5e5e5fff1efa86ce,8bc64c9890b1e2c4,8989c9cba2b0f891,9e79e9960c98f872,402090ca60e07219,962f819ac1e0d299,70f0ec30f2847068","2b93cd6874f8f218,da356bd6acd99626,f3e449b22cda952d,50c28880b28682c4,73f3a046b4f089e0,88e2319c7e2f170b,c0c8c8c0a4c079f4,90808681e0de7339,0190cce6f3797c3c,3be6cc19b264c890,5ab468d1c0ac8a0e,2595c9c462b95c26,d8d466e4d0c0e8ec,04c2f168b69eeef4,783699cdd369b2dc,a8b55a6cb7c9e438,0f0b16ac09f99023,ce8b1e440cf8b466,70f0c8f0b05e7069","0b164ce9d1e0b0e7,a4532994ca64969b,30d86db24ba4564b,f5bceefe929cbedc,3130fa9cd2f06eb8,6e9871c280081020,3c2c2c7c5a3c61d0,163e863ef8843163,7bf6cc983061c1c1,2098cc60b2592c16,a4d2e974fcca2e8f,4b562c5cb962c488,e4c499d8f4fce8c8,4fbc70e9928488d0,e193660c3469b2c4,4a5225491264d8e1,002090c86060763b,8c2e83dcc1e0d299,70f0ec30f2847068"
seel,1b1f040c1e3cfe33,d8f82030783c7fcc,7b3b3b3b3b3b3b7e,c1919191939392b2,b6b269b874ecdc66,92b268e2d1c8c499,"b6b269b874ecdc66,b6b269b874ecdc66","92b268e2d1c8c499,92b268e2d1c8c499","9c2666d08958509e,f86ec9a04636b178,334ebc71e9d39226,f1c8c4ccccd4f8f8,997ae2d4e189a1c1,9b98d8d89ca4f662,34988c9388c673be,4d9860d0a062a6e0,4e93d190b4a0d0e0,b6b269b874ecdc66","c69b99346a65f586,c0896cfa9d9372e1,1084c2716834b69b,70e4ccc4c4d4e0e0,62a1b8c4786e7a1c,26c4e4e4c6da90b9,d3e6ce36ee8c3182,4de6f9e4f0b99af8,8d3674f6c2c2e478,92b268e2d1c8c499"
dewgong,082c6c71ff7f3e0c,1034368efffe7c30,b63636362627a7a7,9e9c9c9c8c8d8d0d,19d888e3d6cee839,61e46e38948ce861,"19d889e3d7cee839,19d888e3d6cee839","61e46e38148ce861,61e46e38948ce861","19d889e3e6dee879,3ce0c2d0a2a4d0e1,0f401e8a8489c1e3,9e87908684a3869d,c3c3d12595ed30b6,19d888e3d6cee839,4799326751d1a181,c999394b55cd6307","60e46e381884e861,c38084a0a0d2e078,0ffc07aede6e7c38,861ef69ede3a9c46,0c3c745b4648f192,61e46e38948ce861,1d66b31965346a22,6c46632d554c391f"
grimer,18380c3cfcfe3f3e,181c303c3f7ffc7c,999999999f9f9e9e,b333333337353436,706278f1a0786ae8,b0b96070fae1a8c8,"70e0c8b919188187,b25ebe68a99bd517,32268cda3a6a8d67,c656b21b1d8c8808,1e3fe7c63891658b,3270a86e5eb2068c,97870d2e2ca4d2da,706278f1a0786ae8","f1f8ec6267e77e1e,b28482e86a265417,b099c8a4a3a94e19,9c95b22747ceeeef,8703008ce370182c,b371ea8105b09fce,16184f8bcbdab4a4,b0b96070fae1a8c8","71e0c8b919188387,061efb7845c34e56,318f3ce4c0e42d99,72264e1aba87f368,72e8d2c1b54ba6cc,9091c96912d66e52,f2da99d48c892936,cf6320b0cec6920a,a2dc66f239995849,8c1ef7c6b891e78a,c7d2d3649c981812,b1681eec261624d9,e0b0b2b2872ea4d0,a4070b0b8aca9466,69624644c5899366,706278f1a0786ae8","71f8ec6267e73e1e,9f8720c15d3c8c95,1004c1d8fcd84b66,b1998da7a21c3069,31a8847852299acc,f6766c69b69489b5,b0a464d4ce6e6b93,0c39fbd28c9cb6ae,bac499b06366e56d,ce871088e27618ae,1cb434d1c6e667b7,72e983889297db60,f8f2b2b21e8bcaf4,da1e2f2faeacd699,69399ddd5c6e3299,b0b96070fae1a8c8"
muk,183820667ffbf8d8,181c0466fedf1f1b,999999989e9e9e9e,b33333323636363c,b268c9c4e6b381b2,b2e92cdc90327ab2,"b164c6d6e687a322,e6c2c9ec9c302cb0,e1cc9cb2a6696264,ccca04968e9e9647,e1d0a0a206061a8e,f1f0e8c4e272ba5a,b268c9c4e6b381b2","72d99c14981e1abb,98bc6cc8c6b3cbf2,78ccc6b28a49b999,ccac86928e869205,78f4fab89f9fa78e,30f0e8dcb8b0a2a4,b2e92cdc90327ab2","b160c6c680a6a746,c0d6e7c687a3a226,061c38f0e44149c9,6bcec6baac90a0cc,c2e9cc9c302ca44a,e1c89cb2ea6a6265,18c4b299bcb4fa47,1f79c331a2a25563,ccca86968e9e964f,010082808090c0f8,5df971cbc9841080,1e3e3f7ffebce180,e3d0a08604048e8c,73f1e0e0f230da2c,b268c9c4e6b381b2","72f99c9cfa921a9d,fc94189c1e1aba9b,9fc7e1f0d87c6d6c,290c8ca2cae6f8cc,bc68ccc693cbdaad,78ecc69288a9b959,275cb262c2c2a01d,07610c03a2a25539,ccac96968e869205,0f2fbebefef6fcc0,4460712c6ccea1fc,8783010180c2781e,38f4fa9adf9786ce,3060e8d8b0b0a4c8,b2e92cdc90327ab2"
shellder,0c3e7ede49303030,307c7e7b920c0c0c,24266a3a3ebeaaaa,9f8ecc919696aaaa,38f0c4989ae4e460,e1f0d8e6a6d8d818,"3d38e8f0f2b818d9,c3b9644a8a87e63c,9986490837beccf0,74ecceaac2e0aaf0,38f0c4989ae4e460","41e3e8f0b0e26764,3c62d1ad8e0e98c1,469e6dcf1382ccf0,d1c88caa9cd8aaf0,e1f0d8e6a6d8d818","70c8d0a080000201,1d38e8f0b2b819d9,ac1d3b72c48913f6,c3b9240a8ac6e63c,9d82898cb79ecc70,3efcf1c2c644018b,c8e291c8f4fabffe,b366cd303799c770,746cceaa82e2aaf0,de9a0a0f6f0bc67c,38f0c4989ae4e460","d1ccc4e2fa3f1f2f,41e3e8f0b0e26764,48472391dc6e3790,3c62d1afae8c98c3,469e6ece1286ccf1,008000a894d1792e,4cb874ecd0800280,32984c1313661cf1,d1c98caabc988af0,84a6a00c012f9cc0,e1f0d8e6a6d8d818"
cloyster,02967c3e3f7e3c1c,40693e7cfc7e3c38,565a4a6b692dbda9,fef8e0c1c387170b,0634f8f8fccc6878,80d360e0c0cce9e0,"679c78e08112a4c8,10c260d0b0706049,63d816683bd2f033,0180d8e078b1592c,8f74c39687f80c06,1c70e4cce01080c0,0634f8f8fccc6878","0882e0f86eb75a2c,773c79f4f271796d,39e497e923b4f031,1ffee4e8e17264c8,0ec13c9616e0cf9f,c3f1d8ccf8f7fefc,80d360e0c0cce9e0","679e78e08112a4c8,83b40c39e70e1b98,31c26090b460e0c8,78e38ccac8cacaec,0380d0e078b8592d,19c5e3f1b6ba3c5e,d836687a17e07476,1f269206183832a3,6c9e2020ce48acd6,1f3c64e4cc88c040,03060c3834b082f0,ae9acea394b4de70,f9f3d2c2a6e4ecf8,09071e5a8a88c979,0301070e1ebc3cc9,3330b4b52966cc9a,5fb86164cb9c972e,22d1e87cbaf97ebc,0634f8f8fccc6878,0809081a0d230512,3ee3e5b0904d2396","0882e0f87eb75a2c,3ed04f63188f27e6,73bc79f6d279786c,e038ce2c6c2c2c48,1f7ef4f8e1626448,671c387092a2c385,e493e9a117f8d091,079bb09ee7e3b338,c986fbfb8cedca94,03c399d8cceefcfd,3f9fcfe3d3e2b8f0,8aa68c3ad6d284f1,2020a0a098d0c8e0,6f1e87a5aeec6c61,0040008080c0c164,33f3d2526b99cc26,05e279992cc6168b,bb70e8c1a24081c2,80d360e0c0cce9e0,eb68e3a3430343b7,833858f0f6453396"
gastly,003c6c86dbdf3c38,003c3661dbfb3c1c,9c9cff8d8f27a7af,b636ffa7a58dafaf,6cc8881cb3b6ec60,c9eccec73292c8f8,"63e2d9d2c02263e7,12327363658ed869,c9b4e2e1e0e0e0e0,9264f3e9e468f29c,6e9e71e0e226ccf1,ce8eb2d95e98f092,36f6ec9a76cc12d3,6cc8881cb3b6ec60","19b864b4fcbb3918,b7b3313959068469,6cd2b070f8f0f0f0,b6d93068d8e8b0c6,898671f8b89bcc70,8c8e926484e630b6,9390c8a611ccb734,c9eccec73292c8f8","b876c9886a76c8f1,a362d8d2c0a062a7,123272626c9eebb9,746964c993a4c810,e1d08180b492418a,e2d9a0e0e1e0e2e2,726ad58b93f66665,f8dee8f8987eeef0,c8c0a211a8dae638,669e70e0e2a6ccf1,cc8eb2de18f09280,e9329ce4e834b679,81a01c0384b0838e,7ff9a2dae2321c6c,30138ef0de7e7e38,3a76ecdaf7c403d3,f8c4a3090181a2dc,a16122c0e934bc58,6cc8881cb3b6ec60,a287920025030e18","e2914ce6a191ec70,1ab8e4b4f4fab91a,b7b3b1b9c9862062,d069c96c36daecf7,58e4268612a405ae,b864eab878f8b8b8,e084e820e28188f0,91a9542236909958,ecfcba77eaa498e3,8986f1f8b89acc70,cc8e9284e630b606,48b3c6d8e8d09260,1efac73fdef23e8e,0060baa4b8a3c7c9,f3378ee0048181e3,2391c8a410dc3330,e0d42a4d0142a2c4,7a393b3468d1c2e4,c9eccec73292c8f8,181c260253010103"
haunter,101b3e3ede1c0c00,08d87c7c7b383000,ff9d9c9c9c981a3a,b73632323232b290,a0a26cf0b0387838,1abac8f0f2e1e060,"828883aeb8600162,030e1e3e6af2c0f8,a0a26cf0b0387838","16261e8ae2f97fb9,3f8f8783a9a0c0e0,1abac8f0f2e1e060","a2b0838e7060084c,74e4c0c0a0808000,65c6c2a3a1c2f23f,83060e3e78fae0f8,0050400200000001,f1e0c85052d4dc39,3c58b274e8c08012,163c6e62d0c1821c,f0d0889082828408,a0a26cf0b0387838","0a620e8ee179efcd,d0d89cfcfafcfe6f,599cbc3a7ab0b003,3e9f878381a0c0e0,f5e5a02000000001,70f8ecf5b5d4c463,c0a4b291e8fc6e97,97c38989f47c9ec7,c0c0e070babedeeb,1abac8f0f2e1e060"
gengar,0038fe7c7e785808,001c7f3e7e1e1a10,c3c3c38787869f9e,6b6b6d6d2d2d3d3d,c0c3e0c0d0e0b170,043cf8fcf4f832b0,"48e1633cb0f8e4e6,d0d8e0c48932a444,088981c060781e03,93a69c32b2b0c1e2,83000080c0f1e8fc,4b36368983f464b8,c0c3e0c0d0e0b170","cd1839c3d2e0d898,f4e4f8dc66b1585c,426e7c3868c00000,369ac4b3b2f27cb8,1e7ffffcf070e0c0,2d93934e3a90d9e2,043cf8fcf4f832b0","48e16338b4f8f4c6,d8d0e4c912204408,65c682a301a9e23c,a404088180b49647,156264c3e6cc3868,eac28080407078f4,9ba6ccb232b081e3,b987c18082c5719b,0932441970c92609,4ec198a292e47d9d,8442204494268662,47c0dc82a284f07c,877e45d9b2858a30,4359c2debabcf081,1c6668d870d0c080,a1506a646c285832,c0c3e0c0d0e0b170","ad1839c3d2e0509c,c0f4d86cb3b85c2f,599c3e3a796ab883,5a5fae06fed28604,5399c93498cce3e9,081cfefef9e0e1c0,269accb2b3f07e38,621e78fabe587126,6bb3dd67f1249368,0e3cf0c080808000,0d7ce69282d84146,1dfcc4b2aadef0c1,1e815d64b05eae53,3d45a48482c2f07e,008081a0e0f0f078,62e5a9d9c9eb64b2,043cf8fcf4f832b0"
onix,1c7ff3e3c3060800,38fecfc7c3601000,bbb9b83a8e8e8b8a,bbbb9ab2a4aeabaa,b0e28606869c589c,f2b89e8e86c264c6,"9cb2e2d9a124048b,c018de88e585d47c,b0e28606869c589c","c2b2b8647a9b5f2e,7ce784ec585ec4c1,f2b89e8e86c264c6","78c98dc24a0d0404,c0d2d0f9abac8b3f,e0f03a9c5cdcd618,c190dcaaa4c4fc38,e0c4984a76be9c08,e9d892829290a081,000000d0ec729d2e,13669a3ecc9da1f3,78e2844952244990,7663c1c6a202e2b8,2f5aba76ead63843,d5ddd9b69831461c,f9eb194618608738,0301008080a0d0c6,70e8d1a2444993c6,7beb1948064bc006,d2e28180848090c0,b0e28606869c589c,0303070f1e1c3cf8,5269b49a4c051616,9419a2cd3a9694dc,4248686866381fc3","606c4ebcad47dfdb,7cb474602aca2e03,78f0a3c6c5c494e7,3cf6c4aadadcc0e3,f8dce2a99182c6ef,68e4b6beb6f6fa7e,7ffffff4c8b14288,3399a683cc466030,e0b8c669b5da6d36,90397894babdb8c2,08a4a291a894e33d,54446482c6739cc7,60286791c5f90e63,3f7ffffefefaf40c,318844a2d169329c,202867e9812de09f,a0a870e8c4e2f4f8,f2b89e8e86c264c6,3f3f1f0f87c7c3e0,b529d226cd1f1793,d467ba4c2316d484,250d090989e3073c"
drowzee,98f8fe7c7c784000,191f7f3e3e1e0200,e0b1b8b4b6b6a694,7e1b1a1e1c1e1c7f,306986a888b08486,73699eeaeaf2de86,"323843a6ace884b0,39e8d85958dac8c8,306986a888b08486","33633d9acae8caf2,63e8a46564a4ecec,73699eeaeaf2de86","32304903a6a8a988,94366cd1e78c3966,e1505008a0a4b0c6,92d87c722ab5da4c,e9e2ccd0a0c0e080,78ece43adeee7b9e,c3a086838a84a0c1,9ef8c4b4a4ccf23e,306986a888b08486","b3f36d3f9aea68ee,d693c97418ce6319,70f5f5e3cacac29c,b6e0c191ab12a4cd,68b8ccf4eae4f8bc,e1c8d0a184080182,3cfa9a3eaedef27c,86e0dcd2d2c4a081,73699eeaeaf2de86"
hypno,80fb7a7e383c6460,01df5e7e1c3c2606,9e8efefafad81818,ff3676507072b2b2,2aa2a2c062e9cccc,abbabafcb968cc4c,"2aa2a2c062c8cccc,2aa2a2c062e9cccc","abbabaf8b96ccccc,abbabafcb968cc4c","d1c7c6d084c89137,93989094d0e332b8,80819898d292b6ad,33863cf4803880f0,fefce1d26a34882d,8acad2f6ce1870c3,191c62536c386187,7e9a32347460e4e2,a89cb667479ecce0,6060d0ce869686ca,2aa2a2c062e9cccc,1c71c5196b3a0ae4","340c9cf0ceec7613,36e6f6d6f438b1e2,1e7e66e6b4b6924a,3086c0d0fee3fef0,808068b4a9d3e64b,aaa8b4908ce7f13c,67c7b905c9e3791e,81a2b1d1d1f9d8b8,eac692190d86ccf8,f9e9f48c8e968eac,abbabafcb968cc4c,c1705c6729a3afd8"
krabby,046642467a7e7e98,206642625e7e7e19,6d2da7a7a7cbcbe3,c7878f8f8f696b6b,cccc8e96b2aaf023,cccc8696b2aaf03b,"e1987c3ebddcee66,c3828d8d14b6f472,1b8ea292dbc9743a,0b4e4c9224c4acd9,d26034d2b2180d6f,cccc8e96b2aaf023","78e6c18042448899,3c9e4e4ed792d0b1,238ebaa6246cd0a3,2f8dcdb6d3d4ca64,b47853b4b2674308,cccc8696b2aaf03b","e1987c3edddc6e64,64eed1a021848c99,3696a6d6d6c3713c,696969ccccc8328c,03274e9a34e4dd29,f1c9b4969698e038,3168d69296e6b8e2,1d0f80ec63f2c2e2,071ee0f89c8cee6c,b2b6ccaad4f0b2cc,c0d2896c747e30c7,ccd93169d4a240a0,c3108cc6cc8c1cc0,0d8de0b87e6ec687,b3b29eb8e0c69222,59b4f360c0c48809,44e2b1c8e473b358,3cf0ce1a30c8f278,da34e4d4a9e9f1e2,e0d0ac8f9b98342b,3d747a5a5cf2c309,46c2dba984b23c0e,cccc8e96b2aaf023","70e6c180444488d9,d988747a79dece66,93969a94943c71c3,696969ccccecb1cc,3f1b8da6d3d8446b,706cc29292e6f8e3,73c994b61498e0b8,470ffec839b0bcb8,1f86f8e0c6ce88c9,b092ccaad4f0b2cc,bcb462c9d181f31c,cc647369d4bafd7a,3cf7ce8c8ccec7fc,434ef8e281889c1e,32b286e2f89cb6bb,61d230f9fcdc6e67,4db872ecd83032e4,c3e08c83c38cb0e1,a4d1c8c46a6870b8,78f4ca0e26e6d32b,43d181a1c5b03c2e,9dbc246adeb2c383,cccc8696b2aaf03b"
